open,high,low,close,VolumeBTC,target
0.574431677,0.675987786,0.573372861,0.686298352,2.47E-05,0
0.580433562,0.574447324,0.563719863,0.574155971,7.73E-06,0
0.56626434,0.593317706,0.576093686,0.58044275,1.12E-05,0
0.546442268,0.554563526,0.5516987,0.566167634,6.75E-06,0
0.556959666,0.56021618,0.545333719,0.54652759,1.52E-05,0
0.524369712,0.54545107,0.533000442,0.556844222,1.14E-05,0
0.494693442,0.520385345,0.503486813,0.524654807,9.36E-06,0
0.48895274,0.501885236,0.48686503,0.495136876,1.08E-05,0
0.506610399,0.49671145,0.484757389,0.489330089,6.15E-06,0
0.506098717,0.504724283,0.494837937,0.506862323,9.43E-06,0
0.494567302,0.558347808,0.481675583,0.505773848,4.07E-05,0
0.449137344,0.489302655,0.450055524,0.494426607,2.31E-05,0
0.480216883,0.470542468,0.438716232,0.449020283,2.90E-05,0
0.476395586,0.475967317,0.464389025,0.479880855,1.50E-05,0
0.47676525,0.504093497,0.480905812,0.476270754,1.30E-05,0
0.473935561,0.477747737,0.466104216,0.476680416,6.03E-06,0
0.487153837,0.483456796,0.473144411,0.474138166,6.81E-06,0
0.454932657,0.489219354,0.433413619,0.48711456,2.20E-05,0
0.52465553,0.514748974,0.452236692,0.454859712,2.75E-05,0
0.530175413,0.526657301,0.503007674,0.524280161,1.57E-05,0
0.541716325,0.547513082,0.54064898,0.530522427,8.52E-06,0
0.529258747,0.541336784,0.523853362,0.540898705,8.09E-06,0
0.532036051,0.532456348,0.509566913,0.529062866,8.83E-06,0
0.543390869,0.548522137,0.532509501,0.531744736,9.96E-06,0
0.578551555,0.573961187,0.517834233,0.54297031,1.75E-05,0
0.552514941,0.580049242,0.553194518,0.578250516,1.41E-05,0
0.502675279,0.546426979,0.486785602,0.552420583,1.77E-05,0
0.523669265,0.529552172,0.489087501,0.502589433,2.37E-05,0
0.56396236,0.55313448,0.455519262,0.523666929,5.28E-05,0
0.594743171,0.599489207,0.516957802,0.563997359,2.10E-05,0
0.601327675,0.599093348,0.584525913,0.594641601,1.11E-05,0
0.583932683,0.607484885,0.5516987,0.600992181,2.87E-05,0
0.5448348,0.584260493,0.547298238,0.583831476,2.99E-05,0
0.503361184,0.535535847,0.502225043,0.544355683,2.49E-05,0
